cod_ibge,nome,microrregiao,mesorregiao,populacao_2022,pib_mil_reais,idhm,forest_pct,temp_mean_c,precip_annual_mm,humidity_mean_pct,livability_score,rank
3513603,Cunha,Paraibuna/Paraitinga,Vale do Paraíba Paulista,22110,432941.0000,0.6840,33.0100,21.6000,1131.0000,69.3000,0.4061,509
3524204,Jaborandi,São Joaquim da Barra,Ribeirão Preto,6221,247095.0000,0.7110,5.9300,23.5000,954.0000,65.5000,0.4051,510
3521507,Irapuã,Novo Horizonte,São José do Rio Preto,6867,282416.0000,0.7130,11.6400,23.5000,924.0000,65.8000,0.4044,511
3524501,Jaci,São José do Rio Preto,São José do Rio Preto,7613,880800.0000,0.7230,8.9700,24.2000,1011.0000,64.9000,0.4038,512
3521705,Itaberá,Itapeva,Itapetininga,17983,1058159.0000,0.6930,15.1100,19.4000,1135.0000,77.2000,0.4032,513
3550506,São Pedro do Turvo,Ourinhos,Assis,7217,393936.0000,0.7030,15.0800,22.5000,1182.0000,69.9000,0.4030,514
3549250,São João de Iracema,Auriflama,São José do Rio Preto,1846,69614.0000,0.7480,12.3200,25.2000,877.0000,59.6000,0.4028,515
3517604,Guapiara,Capão Bonito,Itapetininga,17071,585182.0000,0.6750,43.2700,19.4000,1135.0000,77.2000,0.4028,516
3535200,Palmeira d'Oeste,Jales,São José do Rio Preto,8903,308864.0000,0.7530,4.3900,25.2000,877.0000,59.6000,0.4028,517
3516804,Gastão Vidigal,Auriflama,São José do Rio Preto,3252,101942.0000,0.7230,7.8600,24.2000,1011.0000,64.9000,0.4022,518
3515194,Espírito Santo do Turvo,Ourinhos,Assis,4157,181809.0000,0.6960,8.1600,22.1000,971.0000,68.5000,0.4022,519
3518107,Guarantã,Bauru,Bauru,6427,312045.0000,0.7130,9.8800,23.5000,924.0000,65.8000,0.4019,520
3512902,Cosmorama,Votuporanga,São José do Rio Preto,8719,878427.0000,0.7220,9.0300,24.2000,1011.0000,64.9000,0.4016,521
3520707,Indiaporã,Fernandópolis,São José do Rio Preto,4035,167087.0000,0.7510,6.4400,25.2000,877.0000,59.6000,0.4011,522
3508900,Caiabu,Presidente Prudente,Presidente Prudente,3712,88015.0000,0.7290,8.4200,23.9000,1163.0000,64.2000,0.4010,523
3519006,Herculândia,Tupã,Marília,9125,552689.0000,0.7270,2.4800,23.8000,1072.0000,63.1000,0.4008,524
3554904,Três Fronteiras,Jales,São José do Rio Preto,6804,155505.0000,0.7530,2.6100,25.2000,877.0000,59.6000,0.4001,525
3548302,Santo Expedito,Presidente Prudente,Presidente Prudente,3000,60256.0000,0.7320,2.3800,23.9000,1163.0000,64.2000,0.3991,526
3519501,Ibirarema,Assis,Assis,6385,331387.0000,0.7080,4.2500,22.5000,1182.0000,69.9000,0.3987,527
3539608,Planalto,São José do Rio Preto,São José do Rio Preto,4389,331487.0000,0.7190,11.3900,24.2000,1011.0000,64.9000,0.3981,528
3511904,Clementina,Birigui,Araçatuba,6982,254107.0000,0.7250,3.5100,23.8000,1072.0000,63.1000,0.3976,529
3544707,Sagres,Adamantina,Presidente Prudente,2474,72625.0000,0.7300,4.0900,23.9000,1163.0000,64.2000,0.3969,530
3540754,Potim,Guaratinguetá,Vale do Paraíba Paulista,20392,355271.0000,0.6970,3.5700,21.1000,1140.0000,73.6000,0.3965,531
3551405,Serra Azul,Ribeirão Preto,Ribeirão Preto,12746,269297.0000,0.6860,17.7100,22.2000,1050.0000,66.4000,0.3962,532
3543808,Rinópolis,Adamantina,Presidente Prudente,9259,495680.0000,0.7230,5.6900,23.8000,1072.0000,63.1000,0.3962,533
3514908,Elias Fausto,Campinas,Campinas,17699,2159509.0000,0.6950,4.3000,20.8000,1205.0000,73.3000,0.3949,534
3541307,Presidente Epitácio,Presidente Prudente,Presidente Prudente,39505,1521762.0000,0.7500,3.9100,24.9000,1078.0000,61.1000,0.3948,535
3516903,General Salgado,Auriflama,São José do Rio Preto,10312,348923.0000,0.7470,7.8500,25.2000,877.0000,59.6000,0.3939,536
3545407,Salto Grande,Ourinhos,Assis,9050,394928.0000,0.7040,7.0800,22.5000,1182.0000,69.9000,0.3935,537
3549300,São João do Pau d'Alho,Dracena,Presidente Prudente,2242,83376.0000,0.7500,2.9100,24.9000,1078.0000,61.1000,0.3933,538
3503356,Arco-Íris,Tupã,Marília,2044,136329.0000,0.7220,5.2600,23.8000,1072.0000,63.1000,0.3932,539
3518503,Guareí,Itapetininga,Itapetininga,15013,386201.0000,0.6870,21.7100,19.3000,1108.0000,81.0000,0.3928,540
3537701,Piacatu,Birigui,Araçatuba,5519,160075.0000,0.7320,8.5400,24.5000,1054.0000,63.0000,0.3925,541
3552007,Silveiras,Bananal,Vale do Paraíba Paulista,6186,116266.0000,0.6780,31.8100,21.6000,1131.0000,69.3000,0.3905,542
3512605,Coronel Macedo,Itapeva,Itapetininga,4280,165849.0000,0.6900,10.8200,19.4000,1135.0000,77.2000,0.3900,543
3555901,Uru,Bauru,Bauru,1387,66750.0000,0.7120,3.2000,23.5000,924.0000,65.8000,0.3898,544
3553906,Tarabai,Presidente Prudente,Presidente Prudente,6536,187171.0000,0.7260,4.9400,23.9000,1163.0000,64.2000,0.3889,545
3515129,Emilianópolis,Presidente Prudente,Presidente Prudente,3014,97866.0000,0.7270,3.2200,23.9000,1163.0000,64.2000,0.3887,546
3501806,Américo de Campos,Votuporanga,São José do Rio Preto,5870,175848.0000,0.7450,6.9400,25.2000,877.0000,59.6000,0.3879,547
3552304,Sud Mennucci,Andradina,Araçatuba,7355,302801.0000,0.7470,3.4400,25.2000,877.0000,59.6000,0.3874,548
3512506,Coroados,Birigui,Araçatuba,5400,335405.0000,0.7190,3.8200,24.2000,1011.0000,64.9000,0.3870,549
3532157,Nantes,Assis,Assis,2660,189556.0000,0.7140,5.9000,23.2000,1165.0000,66.3000,0.3867,550
3503109,Arandu,Avaré,Bauru,6885,217238.0000,0.6850,8.3400,20.3000,1110.0000,73.5000,0.3865,551
3555802,Urânia,Jales,São José do Rio Preto,8833,366620.0000,0.7460,4.2100,25.2000,877.0000,59.6000,0.3863,552
3536802,Pedra Bela,Amparo,Campinas,6557,147569.0000,0.6770,18.5900,19.9000,1214.0000,74.8000,0.3848,553
3526001,Junqueirópolis,Dracena,Presidente Prudente,20448,940871.0000,0.7450,3.9300,24.9000,1078.0000,61.1000,0.3832,554
3552700,Tabatinga,Araraquara,Araraquara,14769,512361.0000,0.7040,9.8400,23.4000,930.0000,65.3000,0.3832,555
3503604,Areiópolis,Bauru,Bauru,10130,221707.0000,0.6950,4.8400,22.3000,913.0000,69.9000,0.3829,556
3513850,Dirce Reis,Jales,São José do Rio Preto,1620,99485.0000,0.7410,9.7700,25.2000,877.0000,59.6000,0.3828,557
3531605,Monte Castelo,Dracena,Presidente Prudente,4222,161947.0000,0.7410,9.4400,24.9000,1078.0000,61.1000,0.3820,558
3530201,Mirante do Paranapanema,Presidente Prudente,Presidente Prudente,15917,651108.0000,0.7240,3.2400,23.9000,1163.0000,64.2000,0.3818,559
3530003,Mira Estrela,Fernandópolis,São José do Rio Preto,3126,77240.0000,0.7430,5.8000,25.2000,877.0000,59.6000,0.3816,560
3516101,Florínea,Assis,Assis,3851,216161.0000,0.7130,3.7900,23.2000,1165.0000,66.3000,0.3813,561
3532207,Narandiba,Presidente Prudente,Presidente Prudente,5713,896057.0000,0.7180,12.3400,23.9000,1163.0000,64.2000,0.3812,562
